CardID,CustomerID,CardType,CardStatus
CR00823,C01052,Debit,Active
CR00824,C01398,Credit,Blocked
CR00825,C04783,Debit,Active
CR00826,C03491,Debit,Expired
CR00827,C03316,Debit,Active
CR00828,C01017,Credit,Blocked
CR00829,C01753,Credit,Active
CR00830,C02353,Credit,Expired
CR00831,C02851,Debit,Active
CR00832,C01618,Debit,Blocked
CR00833,C00614,Credit,Expired
CR00834,C01745,Credit,Blocked
CR00835,C01783,Credit,Expired
CR00836,C03079,Debit,Blocked
CR00837,C00567,Debit,Blocked
CR00838,C03115,Debit,Expired
CR00839,C04628,Credit,Blocked
CR00840,C02019,Debit,Expired
CR00841,C04207,Credit,Active
CR00842,C01231,Credit,Blocked
CR00843,C02979,Debit,Active
CR00844,C04491,Credit,Blocked
CR00845,C02101,Credit,Active
CR00846,C01492,Debit,Expired
CR00847,C04362,Debit,Active
CR00848,C02196,Credit,Blocked
CR00849,C03078,Debit,Expired
CR00850,C00811,Debit,Expired
CR00851,C02672,Debit,Active
CR00852,C02303,Credit,Expired
CR00853,C03013,Debit,Active
CR00854,C02141,Credit,Active
CR00855,C04391,Debit,Active
CR00856,C02206,Credit,Expired
CR00857,C04634,Credit,Active
CR00858,C01023,Debit,Active
CR00859,C03172,Credit,Active
CR00860,C04870,Credit,Expired
CR00861,C02020,Credit,Blocked
CR00862,C04601,Credit,Expired
CR00863,C01789,Credit,Expired
CR00864,C03625,Credit,Active
CR00865,C00332,Credit,Expired
CR00866,C03897,Debit,Blocked
CR00867,C02857,Credit,Active
CR00868,C01471,Credit,Expired
CR00869,C00836,Credit,Blocked
CR00870,C02566,Credit,Blocked
CR00871,C03477,Debit,Blocked
CR00872,C01582,Debit,Expired
CR00873,C04678,Credit,Expired
CR00874,C01060,Debit,Expired
CR00875,C00975,Credit,Expired
CR00876,C03824,Credit,Expired
CR00877,C01564,Debit,Expired
CR00878,C04602,Credit,Active
CR00879,C00472,Credit,Expired
CR00880,C00423,Credit,Expired
CR00881,C03915,Credit,Expired
CR00882,C02361,Credit,Active
CR00883,C02348,Credit,Active
CR00884,C04802,Debit,Expired
CR00885,C04898,Credit,Blocked
CR00886,C04612,Credit,Active
CR00887,C03225,Debit,Expired
CR00888,C00070,Credit,Expired
CR00889,C02738,Credit,Active
CR00890,C02410,Credit,Blocked
CR00891,C01315,Debit,Blocked
CR00892,C01879,Credit,Expired
CR00893,C03335,Credit,Blocked
CR00894,C02324,Debit,Blocked
CR00895,C04924,Credit,Blocked
CR00896,C02854,Debit,Active
CR00897,C03176,Credit,Blocked
CR00898,C03429,Credit,Blocked
CR00899,C02427,Debit,Expired
CR00900,C00144,Credit,Expired
CR00901,C02993,Debit,Expired
CR00902,C03611,Debit,Active
CR00903,C04779,Credit,Expired
CR00904,C00694,Debit,Expired
CR00905,C02947,Credit,Blocked
CR00906,C01276,Credit,Expired
CR00907,C03743,Credit,Expired
CR00908,C04822,Credit,Active
CR00909,C04808,Debit,Expired
CR00910,C01825,Credit,Blocked
CR00911,C04468,Credit,Blocked
CR00912,C03505,Debit,Expired
CR00913,C03747,Credit,Active
CR00914,C02708,Debit,Active
CR00915,C02848,Credit,Active
CR00916,C00038,Debit,Active
CR00917,C02084,Debit,Active
CR00918,C03464,Debit,Active
CR00919,C00984,Debit,Expired
CR00920,C00810,Debit,Blocked
CR00921,C02001,Debit,Expired
CR00922,C02641,Debit,Expired
CR00923,C03098,Debit,Active
CR00924,C04427,Debit,Active
CR00925,C01287,Debit,Active
CR00926,C01363,Debit,Expired
CR00927,C01015,Credit,Expired
CR00928,C01666,Debit,Active
CR00929,C02603,Debit,Expired
CR00930,C01075,Credit,Active
CR00931,C02706,Credit,Blocked
CR00932,C04353,Credit,Expired
CR00933,C04974,Debit,Blocked
CR00934,C00459,Debit,Expired
CR00935,C04684,Debit,Expired
CR00936,C04985,Credit,Expired
CR00937,C02587,Debit,Blocked
CR00938,C04402,Credit,Blocked
CR00939,C04706,Debit,Active
CR00940,C04768,Debit,Expired
CR00941,C01085,Debit,Active
CR00942,C01826,Credit,Active
CR00943,C00095,Debit,Blocked
CR00944,C00905,Credit,Active
CR00945,C01204,Debit,Blocked
CR00946,C03559,Credit,Active
CR00947,C00208,Debit,Blocked
CR00948,C02766,Credit,Expired
CR00949,C02926,Debit,Expired
CR00950,C01439,Debit,Expired
CR00951,C03252,Debit,Blocked
CR00952,C02670,Credit,Blocked
CR00953,C03515,Credit,Blocked
CR00954,C03032,Credit,Blocked
CR00955,C03114,Credit,Active
CR00956,C00437,Credit,Blocked
CR00957,C00291,Credit,Blocked
CR00958,C00299,Credit,Blocked
CR00959,C03965,Debit,Active
CR00960,C04504,Credit,Blocked
CR00961,C04228,Credit,Expired
CR00962,C04736,Credit,Active
CR00963,C02806,Credit,Expired
CR00964,C03083,Credit,Blocked
CR00965,C02759,Credit,Blocked
CR00966,C02671,Debit,Expired
CR00967,C01627,Debit,Active
CR00968,C02332,Credit,Expired
CR00969,C00180,Credit,Expired
CR00970,C01830,Debit,Expired
CR00971,C04851,Credit,Expired
CR00972,C02839,Debit,Active
CR00973,C01121,Debit,Blocked
CR00974,C01854,Credit,Expired
CR00975,C02169,Credit,Active
CR00976,C04134,Credit,Active
CR00977,C00856,Debit,Expired
CR00978,C03619,Credit,Expired
CR00979,C01509,Debit,Blocked
CR00980,C00307,Credit,Expired
CR00981,C00073,Credit,Active
CR00982,C00221,Debit,Active
CR00983,C00567,Credit,Expired
CR00984,C01655,Credit,Active
CR00985,C04827,Credit,Expired
CR00986,C04113,Debit,Active
CR00987,C03580,Debit,Active
CR00988,C00933,Debit,Expired
CR00989,C00469,Credit,Blocked
CR00990,C03869,Credit,Active
CR00991,C02093,Credit,Expired
CR00992,C02802,Debit,Active
CR00993,C02491,Credit,Blocked
CR00994,C04659,Debit,Expired
CR00995,C01986,Debit,Active
CR00996,C04224,Debit,Blocked
CR00997,C00718,Credit,Blocked
CR00998,C03080,Debit,Blocked
CR00999,C03598,Debit,Expired
CR01000,C01799,Debit,Active
CR01001,C02692,Debit,Expired
CR01002,C03840,Credit,Active
CR01003,C01884,Credit,Blocked
CR01004,C00510,Debit,Active
CR01005,C03291,Credit,Expired
CR01006,C01458,Debit,Active
CR01007,C01426,Debit,Active
CR01008,C04983,Debit,Active
CR01009,C00183,Debit,Expired
CR01010,C00550,Credit,Expired
CR01011,C03491,Debit,Blocked
CR01012,C00506,Debit,Active
CR01013,C01858,Debit,Expired
CR01014,C01031,Debit,Expired
CR01015,C03257,Debit,Blocked
CR01016,C01847,Credit,Blocked
CR01017,C04439,Credit,Active
CR01018,C01339,Debit,Active
CR01019,C02621,Credit,Active
CR01020,C03391,Debit,Expired
CR01021,C02325,Credit,Expired
CR01022,C04616,Credit,Blocked
CR01023,C00535,Debit,Expired
CR01024,C02946,Debit,Blocked
CR01025,C00294,Credit,Blocked
CR01026,C01569,Credit,Blocked
CR01027,C02939,Debit,Blocked
CR01028,C02933,Credit,Blocked
CR01029,C00576,Debit,Blocked
CR01030,C02766,Debit,Expired
CR01031,C01000,Credit,Expired
CR01032,C02264,Credit,Expired
CR01033,C03116,Credit,Expired
CR01034,C02221,Credit,Expired
CR01035,C02951,Debit,Blocked
CR01036,C00805,Credit,Blocked
CR01037,C01208,Debit,Active
CR01038,C02115,Credit,Expired
CR01039,C00724,Credit,Active
CR01040,C00850,Credit,Expired
CR01041,C01446,Debit,Expired
CR01042,C01993,Credit,Active
CR01043,C00230,Credit,Blocked
CR01044,C03372,Credit,Expired
CR01045,C00823,Credit,Expired
CR01046,C03976,Debit,Active
CR01047,C03577,Debit,Expired
CR01048,C00713,Debit,Active
CR01049,C04610,Credit,Expired
CR01050,C04891,Debit,Expired
CR01051,C00531,Debit,Active
CR01052,C04595,Credit,Expired
CR01053,C04340,Credit,Expired
CR01054,C02087,Debit,Active
CR01055,C02118,Debit,Active
CR01056,C01282,Credit,Active
CR01057,C04488,Debit,Blocked
CR01058,C01429,Credit,Active
CR01059,C02182,Debit,Blocked
CR01060,C03711,Credit,Active
CR01061,C04026,Debit,Active
CR01062,C00833,Credit,Blocked
CR01063,C02489,Debit,Expired
CR01064,C01854,Credit,Expired
CR01065,C04707,Credit,Active
CR01066,C00718,Debit,Blocked
CR01067,C04605,Credit,Active
CR01068,C02144,Debit,Expired
CR01069,C04978,Debit,Active
CR01070,C04763,Credit,Expired
CR01071,C04541,Credit,Blocked
CR01072,C04664,Debit,Blocked
CR01073,C02628,Credit,Expired
CR01074,C04936,Debit,Active
CR01075,C03706,Credit,Blocked
CR01076,C04699,Credit,Blocked
CR01077,C00756,Debit,Active
CR01078,C04747,Debit,Blocked
CR01079,C01641,Credit,Blocked
CR01080,C00283,Debit,Active
CR01081,C04109,Debit,Active
CR01082,C03477,Credit,Expired
CR01083,C02674,Debit,Active
CR01084,C01389,Debit,Expired
CR01085,C02698,Credit,Blocked
CR01086,C02505,Debit,Active
CR01087,C02909,Debit,Expired
CR01088,C02749,Debit,Expired
CR01089,C03739,Credit,Expired
CR01090,C03766,Credit,Active
CR01091,C00388,Credit,Expired
CR01092,C04588,Credit,Active
CR01093,C01116,Credit,Active
CR01094,C00176,Debit,Active
CR01095,C00360,Credit,Blocked
CR01096,C03518,Credit,Blocked
CR01097,C03944,Credit,Expired
CR01098,C03667,Debit,Blocked
CR01099,C01327,Debit,Blocked
CR01100,C03747,Debit,Active
CR01101,C03998,Credit,Blocked
CR01102,C04942,Debit,Active
CR01103,C00045,Credit,Expired
CR01104,C04058,Credit,Expired
CR01105,C02854,Credit,Blocked
CR01106,C03711,Credit,Active
CR01107,C02986,Debit,Expired
CR01108,C03763,Credit,Active
CR01109,C03313,Credit,Expired
CR01110,C00247,Debit,Active
CR01111,C03331,Debit,Blocked
CR01112,C02980,Credit,Active
CR01113,C04893,Debit,Expired
CR01114,C00675,Debit,Active
CR01115,C03639,Debit,Expired
CR01116,C03778,Debit,Expired
CR01117,C04053,Credit,Active
CR01118,C03673,Debit,Active
CR01119,C01136,Debit,Expired
CR01120,C03376,Credit,Active
CR01121,C02038,Debit,Active
CR01122,C04414,Debit,Expired
CR01123,C04284,Debit,Blocked
CR01124,C00123,Credit,Active
CR01125,C00844,Credit,Blocked
CR01126,C04318,Credit,Expired
CR01127,C01711,Credit,Active
CR01128,C00621,Credit,Blocked
CR01129,C03156,Debit,Blocked
CR01130,C01760,Credit,Active
CR01131,C04112,Credit,Blocked
CR01132,C02857,Credit,Expired
CR01133,C01746,Debit,Expired
CR01134,C01579,Credit,Expired
CR01135,C03429,Debit,Active
CR01136,C01197,Debit,Blocked
CR01137,C00858,Credit,Active
CR01138,C04041,Debit,Active
CR01139,C01183,Debit,Active
CR01140,C04732,Debit,Blocked
CR01141,C01656,Debit,Active
CR01142,C04313,Debit,Expired
CR01143,C01660,Debit,Blocked
CR01144,C00143,Debit,Blocked
CR01145,C01460,Credit,Expired
CR01146,C02374,Debit,Expired
CR01147,C00820,Credit,Blocked
CR01148,C03841,Credit,Active
CR01149,C02996,Debit,Expired
CR01150,C00650,Debit,Blocked
CR01151,C04781,Debit,Expired
CR01152,C02838,Debit,Expired
CR01153,C00538,Credit,Active
CR01154,C01792,Credit,Active
CR01155,C01004,Debit,Blocked
CR01156,C01853,Debit,Active
CR01157,C03490,Credit,Blocked
CR01158,C04453,Credit,Active
CR01159,C00044,Credit,Blocked
CR01160,C03826,Debit,Expired
CR01161,C03625,Credit,Expired
CR01162,C04813,Credit,Expired
CR01163,C02251,Debit,Blocked
CR01164,C04632,Credit,Expired
CR01165,C02493,Credit,Blocked
CR01166,C02271,Debit,Expired
CR01167,C01210,Credit,Active
CR01168,C02312,Credit,Blocked
CR01169,C04255,Debit,Active
CR01170,C03738,Debit,Active
CR01171,C02812,Credit,Blocked
CR01172,C03891,Debit,Blocked
CR01173,C01644,Credit,Active
CR01174,C00767,Debit,Expired
CR01175,C03591,Credit,Active
CR01176,C00203,Debit,Expired
CR01177,C01334,Credit,Active
CR01178,C01669,Credit,Active
CR01179,C03423,Credit,Blocked
CR01180,C02864,Debit,Blocked
CR01181,C02210,Debit,Active
CR01182,C04269,Debit,Blocked
CR01183,C02802,Credit,Blocked
CR01184,C03434,Credit,Expired
CR01185,C00938,Credit,Blocked
CR01186,C01751,Debit,Expired
CR01187,C04812,Credit,Active
CR01188,C00674,Credit,Blocked
CR01189,C04969,Credit,Active
CR01190,C00982,Credit,Active
CR01191,C00091,Credit,Active
CR01192,C03215,Credit,Blocked
CR01193,C01748,Credit,Blocked
CR01194,C00049,Debit,Expired
CR01195,C01349,Debit,Blocked
CR01196,C03251,Debit,Blocked
CR01197,C03824,Debit,Active
CR01198,C01828,Credit,Expired
CR01199,C04580,Credit,Active
CR01200,C02748,Credit,Active
CR01201,C02923,Credit,Blocked
CR01202,C03989,Debit,Expired
CR01203,C02860,Credit,Blocked
CR01204,C03223,Credit,Active
CR01205,C01894,Debit,Blocked
CR01206,C02777,Credit,Active
CR01207,C03177,Credit,Active
CR01208,C03022,Credit,Active
CR01209,C04032,Debit,Blocked
CR01210,C04019,Credit,Active
CR01211,C02702,Debit,Expired
CR01212,C02114,Debit,Expired
CR01213,C01335,Debit,Active
CR01214,C00513,Debit,Blocked
CR01215,C00273,Debit,Blocked
CR01216,C03580,Credit,Expired
CR01217,C03219,Debit,Active
CR01218,C03116,Credit,Active
CR01219,C04891,Credit,Blocked
CR01220,C03862,Debit,Expired
CR01221,C00155,Credit,Blocked
CR01222,C03650,Credit,Active
CR01223,C00304,Credit,Expired
CR01224,C04061,Debit,Blocked
CR01225,C03364,Debit,Blocked
CR01226,C02266,Debit,Blocked
CR01227,C03213,Debit,Blocked
CR01228,C00719,Credit,Blocked
CR01229,C04553,Debit,Expired
CR01230,C03759,Debit,Blocked
CR01231,C03503,Debit,Blocked
CR01232,C00218,Debit,Active
CR01233,C03269,Credit,Active
CR01234,C04943,Debit,Expired
CR01235,C01250,Credit,Blocked
CR01236,C00132,Debit,Blocked
CR01237,C04550,Debit,Active
CR01238,C01966,Debit,Expired
CR01239,C03041,Credit,Expired
CR01240,C02800,Debit,Blocked
CR01241,C00152,Credit,Blocked
CR01242,C00017,Debit,Blocked
CR01243,C01306,Debit,Blocked
CR01244,C04017,Credit,Active
CR01245,C00045,Credit,Blocked
CR01246,C04444,Credit,Active
CR01247,C02869,Debit,Active
CR01248,C01766,Debit,Blocked
CR01249,C04562,Credit,Expired
CR01250,C01019,Debit,Expired
CR01251,C02176,Debit,Expired
CR01252,C04764,Debit,Active
CR01253,C02749,Credit,Expired
CR01254,C03642,Credit,Active
CR01255,C01615,Debit,Expired
CR01256,C00439,Debit,Expired
CR01257,C00381,Credit,Expired
CR01258,C04951,Debit,Active
CR01259,C03975,Credit,Blocked
CR01260,C02132,Credit,Active
CR01261,C00996,Debit,Expired
CR01262,C01407,Debit,Expired
CR01263,C03250,Debit,Active
CR01264,C03262,Debit,Active
CR01265,C01382,Debit,Active
CR01266,C03712,Credit,Blocked
CR01267,C00904,Credit,Blocked
CR01268,C01650,Credit,Active
CR01269,C01833,Credit,Expired
CR01270,C01526,Debit,Expired
CR01271,C03734,Debit,Blocked
CR01272,C02789,Credit,Blocked
CR01273,C04793,Debit,Active
CR01274,C04131,Debit,Blocked
CR01275,C00584,Credit,Active
CR01276,C03964,Debit,Active
CR01277,C02446,Credit,Expired
CR01278,C04013,Credit,Expired
CR01279,C00940,Debit,Active
CR01280,C01104,Debit,Blocked
CR01281,C03777,Credit,Expired
CR01282,C00525,Credit,Blocked
CR01283,C03912,Debit,Blocked
CR01284,C03893,Debit,Active
CR01285,C04913,Debit,Blocked
CR01286,C00651,Credit,Blocked
CR01287,C04172,Credit,Blocked
CR01288,C01165,Credit,Blocked
CR01289,C03983,Credit,Active
CR01290,C01676,Debit,Expired
CR01291,C04406,Credit,Expired
CR01292,C00178,Credit,Expired
CR01293,C00506,Credit,Expired
CR01294,C04848,Credit,Expired
CR01295,C04328,Credit,Active
CR01296,C04564,Credit,Active
CR01297,C03087,Credit,Active
CR01298,C03207,Credit,Expired
CR01299,C00212,Credit,Active
CR01300,C00869,Credit,Active
CR01301,C02151,Credit,Active
CR01302,C02125,Credit,Active
CR01303,C02846,Credit,Expired
CR01304,C03475,Credit,Expired
CR01305,C00428,Credit,Expired
CR01306,C00493,Credit,Active
CR01307,C02066,Credit,Expired
CR01308,C03667,Credit,Active
CR01309,C03677,Credit,Blocked
CR01310,C01656,Debit,Blocked
CR01311,C04390,Debit,Expired
CR01312,C01306,Credit,Active
CR01313,C01789,Credit,Active
CR01314,C01988,Debit,Blocked
CR01315,C02843,Credit,Expired
CR01316,C00852,Debit,Active
CR01317,C01501,Credit,Active
CR01318,C00787,Credit,Active
CR01319,C00282,Credit,Active
CR01320,C04298,Debit,Active
CR01321,C02005,Debit,Active
CR01322,C00207,Credit,Expired
CR01323,C00228,Debit,Expired
CR01324,C04748,Credit,Expired
CR01325,C00002,Debit,Blocked
CR01326,C04848,Debit,Expired
CR01327,C03724,Credit,Blocked
CR01328,C02374,Credit,Blocked
CR01329,C01393,Credit,Blocked
CR01330,C01386,Debit,Active
CR01331,C03983,Debit,Blocked
CR01332,C01815,Credit,Blocked
CR01333,C02654,Credit,Blocked
CR01334,C04234,Debit,Active
CR01335,C04344,Debit,Blocked
CR01336,C03930,Credit,Active
CR01337,C03461,Debit,Active
CR01338,C03013,Credit,Blocked
CR01339,C04272,Credit,Active
CR01340,C01048,Debit,Active
CR01341,C00660,Credit,Active
CR01342,C04500,Credit,Active
CR01343,C02531,Debit,Active
CR01344,C00721,Debit,Expired
CR01345,C02130,Credit,Expired
CR01346,C01362,Credit,Expired
CR01347,C01176,Credit,Blocked
CR01348,C03411,Credit,Active
CR01349,C02226,Debit,Active
CR01350,C04162,Debit,Active
CR01351,C03638,Credit,Blocked
CR01352,C04488,Debit,Blocked
CR01353,C02769,Debit,Expired
CR01354,C03111,Debit,Active
CR01355,C04727,Credit,Expired
CR01356,C02725,Credit,Expired
CR01357,C00456,Debit,Blocked
CR01358,C04015,Debit,Active
CR01359,C04594,Debit,Expired
CR01360,C04555,Credit,Blocked
CR01361,C00539,Debit,Active
CR01362,C02197,Credit,Expired
CR01363,C01870,Debit,Blocked
CR01364,C02711,Credit,Active
CR01365,C00612,Debit,Active
CR01366,C04652,Credit,Active
CR01367,C01137,Debit,Active
CR01368,C03265,Credit,Active
CR01369,C04958,Debit,Blocked
CR01370,C01687,Credit,Blocked
CR01371,C01290,Credit,Blocked
CR01372,C01313,Debit,Active
CR01373,C03348,Debit,Active
CR01374,C01239,Debit,Active
CR01375,C04958,Credit,Expired
CR01376,C00767,Credit,Blocked
CR01377,C04355,Debit,Active
CR01378,C03926,Credit,Blocked
CR01379,C01206,Debit,Active
CR01380,C04470,Credit,Active
CR01381,C01816,Debit,Expired
CR01382,C02283,Debit,Expired
CR01383,C01737,Credit,Blocked
CR01384,C02542,Credit,Expired
CR01385,C00638,Debit,Expired
CR01386,C01902,Credit,Expired
CR01387,C01662,Credit,Expired
CR01388,C00811,Credit,Active
CR01389,C00556,Debit,Expired
CR01390,C01689,Debit,Blocked
CR01391,C03265,Credit,Active
CR01392,C03238,Credit,Blocked
CR01393,C02595,Credit,Blocked
CR01394,C03854,Credit,Expired
CR01395,C02776,Credit,Expired
CR01396,C03778,Debit,Active
CR01397,C02925,Credit,Expired
CR01398,C02908,Debit,Active
CR01399,C01298,Debit,Blocked
CR01400,C02194,Debit,Expired
CR01401,C02454,Debit,Active
CR01402,C03080,Debit,Active
CR01403,C02929,Debit,Blocked
CR01404,C04162,Credit,Blocked
CR01405,C01895,Credit,Expired
CR01406,C02477,Credit,Blocked
CR01407,C02459,Credit,Active
CR01408,C01255,Debit,Expired
CR01409,C01745,Credit,Blocked
CR01410,C04015,Credit,Expired
CR01411,C01572,Debit,Blocked
CR01412,C04680,Credit,Active
CR01413,C02649,Credit,Active
CR01414,C02712,Debit,Active
CR01415,C02407,Debit,Active
CR01416,C04338,Credit,Expired
CR01417,C04806,Credit,Blocked
CR01418,C02603,Debit,Expired
CR01419,C02337,Debit,Expired
CR01420,C03364,Credit,Blocked
CR01421,C01789,Credit,Active
CR01422,C04796,Credit,Blocked
CR01423,C04585,Credit,Active
CR01424,C03552,Debit,Blocked
CR01425,C01171,Credit,Blocked
CR01426,C01253,Debit,Active
CR01427,C01090,Credit,Active
CR01428,C02005,Debit,Expired
CR01429,C02647,Debit,Blocked
CR01430,C04528,Debit,Blocked
CR01431,C03863,Debit,Active
CR01432,C03037,Credit,Expired
CR01433,C00195,Debit,Active
CR01434,C02006,Debit,Active
CR01435,C02616,Credit,Blocked
CR01436,C02809,Credit,Active
CR01437,C04639,Debit,Blocked
CR01438,C03753,Debit,Blocked
CR01439,C01722,Credit,Active
CR01440,C00657,Credit,Expired
CR01441,C00298,Debit,Blocked
CR01442,C00505,Debit,Blocked
CR01443,C03533,Debit,Active
CR01444,C03594,Credit,Blocked
CR01445,C02767,Credit,Active
CR01446,C00806,Debit,Expired
CR01447,C03890,Credit,Expired
CR01448,C02232,Debit,Blocked
CR01449,C03053,Debit,Active
CR01450,C02856,Credit,Active
CR01451,C01588,Credit,Active
CR01452,C03843,Credit,Active
CR01453,C04785,Credit,Active
CR01454,C04788,Credit,Blocked
CR01455,C02211,Debit,Active
CR01456,C02673,Credit,Active
CR01457,C03576,Debit,Active
CR01458,C00137,Credit,Active
CR01459,C03509,Debit,Expired
CR01460,C04315,Debit,Blocked
CR01461,C03151,Credit,Active
CR01462,C01299,Debit,Blocked
CR01463,C02372,Credit,Blocked
CR01464,C01354,Credit,Expired
CR01465,C02588,Credit,Blocked
CR01466,C03553,Debit,Blocked
CR01467,C04588,Credit,Blocked
CR01468,C01928,Debit,Active
CR01469,C03654,Debit,Expired
CR01470,C03794,Debit,Active
CR01471,C01072,Debit,Active
CR01472,C03211,Debit,Active
CR01473,C03366,Debit,Blocked
CR01474,C03223,Credit,Expired
CR01475,C00687,Debit,Expired
CR01476,C04149,Credit,Expired
CR01477,C04095,Credit,Expired
CR01478,C04869,Debit,Active
CR01479,C00810,Debit,Active
CR01480,C01816,Credit,Expired
CR01481,C01920,Credit,Blocked
CR01482,C04289,Debit,Blocked
CR01483,C01288,Debit,Expired
CR01484,C00575,Credit,Active
CR01485,C01660,Debit,Blocked
CR01486,C04877,Debit,Active
CR01487,C01893,Credit,Expired
CR01488,C04858,Debit,Active
CR01489,C00633,Credit,Active
CR01490,C00416,Debit,Expired
CR01491,C03480,Credit,Active
CR01492,C01446,Credit,Blocked
CR01493,C00054,Credit,Blocked
CR01494,C04850,Debit,Blocked
CR01495,C03182,Debit,Active
CR01496,C03372,Debit,Active
CR01497,C00876,Credit,Blocked
CR01498,C04747,Debit,Expired
CR01499,C00164,Credit,Blocked
CR01500,C01458,Credit,Blocked
CR01501,C01918,Credit,Expired
CR01502,C04499,Credit,Expired
CR01503,C02066,Debit,Active
CR01504,C02373,Debit,Expired
CR01505,C00218,Credit,Blocked
CR01506,C02398,Debit,Active
CR01507,C01414,Debit,Active
CR01508,C00446,Credit,Blocked
CR01509,C04354,Debit,Blocked
CR01510,C00673,Credit,Active
CR01511,C04522,Debit,Expired
CR01512,C01845,Debit,Blocked
CR01513,C01617,Credit,Blocked
CR01514,C02394,Debit,Blocked
CR01515,C01239,Credit,Expired
CR01516,C00913,Credit,Active
CR01517,C00381,Debit,Blocked
CR01518,C02015,Credit,Expired
CR01519,C01151,Credit,Active
CR01520,C03433,Debit,Active
CR01521,C03232,Credit,Expired
CR01522,C00966,Debit,Blocked
CR01523,C03818,Debit,Active
CR01524,C04642,Credit,Expired
CR01525,C00549,Debit,Active
CR01526,C04645,Credit,Active
CR01527,C02494,Credit,Expired
CR01528,C00993,Credit,Expired
CR01529,C02517,Credit,Expired
CR01530,C03385,Credit,Blocked
CR01531,C03908,Debit,Expired
CR01532,C03517,Debit,Active
CR01533,C00253,Credit,Expired
CR01534,C02251,Credit,Blocked
CR01535,C03274,Credit,Blocked
CR01536,C04957,Debit,Expired
CR01537,C01198,Debit,Blocked
CR01538,C02978,Credit,Blocked
CR01539,C04146,Debit,Blocked
CR01540,C00828,Debit,Active
CR01541,C02088,Credit,Expired
CR01542,C00929,Debit,Blocked
CR01543,C01144,Debit,Active
